Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,131.210007,134.419998,131.169998,134.169998,134.169998,22288000
2023-10-03,133.940002,134.259995,131.839996,132.429993,132.429993,22989400
2023-10-04,132.789993,135.570007,132.529999,135.240005,135.240005,26752300
2023-10-05,135.070007,135.490005,133.449997,135.070007,135.070007,19832600
2023-10-06,134.009995,138.160004,134.009995,137.580002,137.580002,27583200
2023-10-09,136.940002,138.940002,135.610001,138.419998,138.419998,19278100
2023-10-10,138.500000,139.720001,137.330002,138.059998,138.059998,27786600
2023-10-11,138.580002,141.110001,138.580002,140.550003,140.550003,25884300
2023-10-12,141.050003,141.220001,138.259995,138.970001,138.970001,24765500
2023-10-13,139.380005,140.000000,136.619995,137.360001,137.360001,23420500
2023-10-16,138.169998,139.630005,137.990005,139.100006,139.100006,28501900
2023-10-17,138.630005,139.899994,137.179993,139.720001,139.720001,23515800
2023-10-18,139.449997,140.720001,137.380005,137.960007,137.960007,23375000
2023-10-19,138.500000,139.660004,137.380005,137.750000,137.750000,26066000
2023-10-20,137.330002,137.869995,135.080002,135.600006,135.600006,26315200
2023-10-23,135.039993,137.660004,133.949997,136.500000,136.500000,26317900
2023-10-24,137.830002,139.360001,137.419998,138.809998,138.809998,44814300
2023-10-25,128.160004,128.309998,125.070000,125.610001,125.610001,84366200
2023-10-26,123.269997,124.330002,121.269997,122.279999,122.279999,57061100
2023-10-27,122.879997,123.309998,120.209999,122.169998,122.169998,44566500
2023-10-30,123.209999,125.400002,122.750000,124.459999,124.459999,28940100
2023-10-31,125.059998,125.370003,122.690002,124.080002,124.080002,26292300
